text,preprocessed_text,sentiment,confidence,favorite_count,created_at,location,username,source_dataset
Boikot memang tidak mudah namun semua orang bisa melakukannya. Pertanyaannya mau atau tidak? #KeepBoycotting #BoycottIsraeliProducts #Israel https://t.co/yGW3rTFknP,boikot memang tidak mudah namun semua orang bisa melakukannya pertanyaannya mau atau tidak keepboycotting boycottisraeliproducts israel,positive,0.9983189702033997,0,Tue Oct 29 11:51:38 +0000 2024,"Jakarta, Indonesia",fitriadiiw,uploaded_data
Syarikat itu berkata ia bukan sasaran gerakan boikot global terhadap jenama yang dituduh membiayai jentera perang Israel di Palestin. #Israel #Boikot #VincentTan #BDS #StarbucksMalaysia https://t.co/O6sxdnpF71,syarikat itu berkata ia bukan sasaran gerakan boikot global terhadap jenama yang dituduh membiayai jentera perang israel di palestin israel boikot vincenttan bds starbucksmalaysia,neutral,0.9860644340515137,1,Tue Oct 29 11:44:28 +0000 2024,"Kuala Lumpur, Malaysia ",MNowNews,uploaded_data
@nesthetist @AndrewsTjan @kegblgnunfaedh Langkah pemerintah bener biar apple gk cuma jualan doang ngeruk duit negara larinya ke mamarika pajak mamarika buat sokong israel. Demand epon di indo besar minim invest/diriin pabrik. Berkaca dgn china negara lain tdk paruh regulasi boikot,langkah pemerintah bener biar apple gk cuma jualan doang ngeruk duit negara larinya ke mamarika pajak mamarika buat sokong israel demand epon di indo besar minim invest diriin pabrik berkaca dgn china negara lain tdk paruh regulasi boikot,positive,0.9983037710189819,5,Tue Oct 29 11:42:46 +0000 2024,,Sandr1Dian,uploaded_data
Seribu orang penulis boikot Israel. Ada yg mau berhitung berapa dari Indonesia?,seribu orang penulis boikot israel ada yg mau berhitung berapa dari indonesia,positive,0.9992101192474365,0,Tue Oct 29 11:42:44 +0000 2024,,_haye_,uploaded_data
Ratusan Sastrawan di AS Boikot Lembaga Budaya Israel - https://t.co/9cCjTTugck https://t.co/ZSfYgk7AXd,ratusan sastrawan di as boikot lembaga budaya israel,positive,0.6008343696594238,0,Tue Oct 29 11:30:25 +0000 2024,"Jakarta Selatan, DKI Jakarta",smartizen_,uploaded_data
BDS Serukan Boikot Media Arab yang Jadi Corong Israel via @arrahmah https://t.co/wbOYSrPVmT,bds serukan boikot media arab yang jadi corong israel via,positive,0.9950031638145447,2,Tue Oct 29 11:12:12 +0000 2024,Jakarta - Indonesia,arrahmah,uploaded_data
@Zahra_Humairah_ Yg jelas Pemenang Perang di Arab melawan Israel adalah mereka yg menguasai Teknologi(YAHUDI/ISRAEL) itu sdh jelas bukan seperti para MUNAFIKUN yg suka boikot-boikot Produk Yahudi tapi tdk bisa melepaskan Produk Yahudi tersebut ,yg jelas pemenang perang di arab melawan israel adalah mereka yg menguasai teknologi yahudi israel itu sdh jelas bukan seperti para munafikun yg suka boikot boikot produk yahudi tapi tdk bisa melepaskan produk yahudi tersebut,positive,0.9951609969139099,0,Mon Oct 28 22:16:40 +0000 2024,,BryokAceh,uploaded_data
Istiqomah terus #boikotisrael &amp; sekutu2 #ZionistsTerrorists https://t.co/7D0v4XHSO2,istiqomah terus boikotisrael amp sekutu2 zioniststerrorists,positive,0.9985289573669434,1,Mon Oct 28 15:27:21 +0000 2024,Malaysia,AKUANAKWATAN,uploaded_data
@starfess Yang Inisiatif pake lagu miroh sini siapa woy? Itu kondangan apa speaker nya abis kecemplung banjir ,yang inisiatif pake lagu miroh sini siapa woy itu kondangan apa speaker nya abis kecemplung banjir,positive,0.5337784290313721,0,Mon Oct 28 14:40:09 +0000 2024,,theycallme_gaez,uploaded_data
@arwidodo Iya bener harus kita dukung gerakan boikot produk-produk yang terafiliasi dengan Israel!,iya bener harus kita dukung gerakan boikot produk produk yang terafiliasi dengan israel,positive,0.9940273761749268,0,Mon Oct 28 14:08:04 +0000 2024,Jabar,brumzeteskktm4,uploaded_data
ya harus boikot lah! produsernya aja orang Israel disini malah pake bangga pake lagu itu wkwkw kocak pada,ya harus boikot lah produsernya aja orang israel disini malah pake bangga pake lagu itu wkwkw kocak pada,positive,0.9991666078567505,0,Mon Oct 28 14:06:08 +0000 2024,heaven,tjandiliant,uploaded_data
 Boikot tidak mudah ia memerlukan usaha Iklan yang menggesa boikot produk yang membiayai pembunuhan beramai-ramai Israel di Gaza. BANYAK LAGI INFO DI : https://t.co/PkAM9SnPLR https://t.co/jMKE4p51QO,boikot tidak mudah ia memerlukan usaha iklan yang menggesa boikot produk yang membiayai pembunuhan beramai ramai israel di gaza banyak lagi info di,positive,0.986143171787262,0,Mon Oct 28 13:56:41 +0000 2024,"Selangor, Malaysia",GreenProjectM1,uploaded_data
Senarai negara-negara yang telah dibom oleh Amerika Syarikat sejak tahun 1945 hingga 2024. #FreePalestine #Antizionism #GazaGenocide #TaufanAlAqsa #AlAqsaStorm #Rafah #Boikotisrael #Yemen #GazaGenocide #columbiauniversity https://t.co/DcKJ79k9IA,senarai negara negara yang telah dibom oleh amerika syarikat sejak tahun 1945 hingga 2024 freepalestine antizionism gazagenocide taufanalaqsa alaqsastorm rafah boikotisrael yemen gazagenocide columbiauniversity,neutral,0.9892100691795349,0,Mon Oct 28 12:26:04 +0000 2024,,radhirazak_,uploaded_data
Aksi #boikot tidaklah mudah #boikotisrael #boycott,aksi boikot tidaklah mudah boikotisrael boycott,positive,0.9744258522987366,0,Mon Oct 28 12:00:30 +0000 2024,,JimCage7,uploaded_data
 Boikot tidak mudah ia memerlukan usaha dan kesungguhan Sebuah video Iklan yang menggesa usaha boikot produk-produk yang membiayai pembunuhan beramai-ramai rejim Israel di Gaza. Sumber: Quds News Network #IsraelBacul #TaufanalAqsa #IsraelTerrorists #BoycottIsraeliProducts https://t.co/UZfm9UGeCq,boikot tidak mudah ia memerlukan usaha dan kesungguhan sebuah video iklan yang menggesa usaha boikot produk produk yang membiayai pembunuhan beramai ramai rejim israel di gaza sumber quds news network israelbacul taufanalaqsa israelterrorists boycottisraeliproducts,positive,0.9845901727676392,0,Mon Oct 28 09:46:07 +0000 2024,Kuala Lumpur.,hasrehf,uploaded_data
@Aqil__Rasyad @sehatAQUA @Danone @Dennysiregar7 @perspektur @Palestinahoy01 @PaIestina @PalestinaPirate Kalo kita tidak mampu dengan mendonasi maka pilihan terbaik nya memang boikot produk2 israel dengan memboikot kalian sudah di jalan yang benar,kalo kita tidak mampu dengan mendonasi maka pilihan terbaik nya memang boikot produk2 israel dengan memboikot kalian sudah di jalan yang benar,positive,0.9022217392921448,0,Mon Oct 28 09:35:02 +0000 2024,,Gerald02Be,uploaded_data
@iMin_iya @JatIkhwan zaman sekarang hampir semua idols ada brand deals dengan company israel nyahhh kalau nak boikot rasanya dah boleh boikot kpop terus. bts pun sama je ,zaman sekarang hampir semua idols ada brand deals dengan company israel nyahhh kalau nak boikot rasanya dah boleh boikot kpop terus bts pun sama je,positive,0.9975927472114563,0,Mon Oct 28 08:58:58 +0000 2024,,itslalathoughts,uploaded_data
@sehatAQUA @Danone @Bambangmulyonoo @Dennysiregar7 @perspektur @dbsbank @McDonalds_ID @Unilever @SbuxIndonesia @McDonalds @CocaCola @CocaColaCo Salah satu hikmahnya boikot produk Zionis Israel produk lokal produk nasional kita cinta produk Indonesia harus bangkit untuk kita gunakan bagi kepentingan umat dan bangsa. Dalam rangka ekonomi umat dan kedaulatan bangsa krn banyak produk lokal kita yg sangat bagus. @sehatAQUA https://t.co/BYmEYVWnzy,salah satu hikmahnya boikot produk zionis israel produk lokal produk nasional kita cinta produk indonesia harus bangkit untuk kita gunakan bagi kepentingan umat dan bangsa dalam rangka ekonomi umat dan kedaulatan bangsa krn banyak produk lokal kita yg sangat bagus,negative,0.9989044666290283,6,Mon Oct 28 08:53:01 +0000 2024,,Andi__Rahman,uploaded_data
@sehatAQUA @Danone @Bambangmulyonoo @Dennysiregar7 @perspektur @dbsbank @McDonalds_ID @Unilever @SbuxIndonesia @McDonalds Sikap kita hari ini bisa berdampak besar untuk masa depan Palestina. Dengan memilih untuk tidak membeli produk tertentu kita berkontribusi dalam perjuangan panjang mereka. Boikot produk terafiliasi Israel! Mari kita dukung Boikot Produk Israel dengan tidak membeli produk mereka! https://t.co/U173cgd6E3,sikap kita hari ini bisa berdampak besar untuk masa depan palestina dengan memilih untuk tidak membeli produk tertentu kita berkontribusi dalam perjuangan panjang mereka boikot produk terafiliasi israel mari kita dukung boikot produk israel dengan tidak membeli produk mereka,negative,0.5717449188232422,5,Mon Oct 28 08:49:08 +0000 2024,,Andi__Rahman,uploaded_data
@sehatAQUA @Danone @Bambangmulyonoo @Dennysiregar7 @perspektur @dbsbank Sudah banyak lembaga yang mengidentifikasi produk terafiliasi Israel yang harus kita boikot. Misalnya YKMI menyatakan Starbucks Danone Nestle Zara Kraft Heinz Unilever Coca Cola Group McDonalds Burger King dan Kurma Israel. @sehatAQUA @Danone @McDonalds_ID @Unilever https://t.co/c2BBMxrbDO,sudah banyak lembaga yang mengidentifikasi produk terafiliasi israel yang harus kita boikot misalnya ykmi menyatakan starbucks danone nestle zara kraft heinz unilever coca cola group mcdonalds burger king dan kurma israel,neutral,0.9802026748657227,4,Mon Oct 28 08:46:13 +0000 2024,,Andi__Rahman,uploaded_data
@sehatAQUA @Danone @Bambangmulyonoo @Dennysiregar7 @perspektur Boikot pernah berhasil tumbangkan apartheid di Afrika Selatan tahun 1991. Apa bedanya dengan yang terjadi di Palestina? Langkah serupa bisa jadi efektif untuk memberi tekanan pada Israel. Setiap transaksi yang kita hindari adalah bentuk perlawanan kita terhadap Israel. @dbsbank https://t.co/pHYgDk7Qaw,boikot pernah berhasil tumbangkan apartheid di afrika selatan tahun 1991 apa bedanya dengan yang terjadi di palestina langkah serupa bisa jadi efektif untuk memberi tekanan pada israel setiap transaksi yang kita hindari adalah bentuk perlawanan kita terhadap israel,positive,0.7036594152450562,5,Mon Oct 28 08:43:57 +0000 2024,,Andi__Rahman,uploaded_data
Dukungan pada Palestina bisa diwujudkan dengan langkah sederhana: boikot. Ketua Komisi Dakwah KH Cholil Nafis menyampaikan bahwa aksi ini adalah bentuk solidaritas nyata yang mudah dilakukan oleh masyarakat tanpa harus ke medan perang. Lanjutkan boikot untuk lemahkan Israel! https://t.co/VvUrJTALiE,dukungan pada palestina bisa diwujudkan dengan langkah sederhana boikot ketua komisi dakwah kh cholil nafis menyampaikan bahwa aksi ini adalah bentuk solidaritas nyata yang mudah dilakukan oleh masyarakat tanpa harus ke medan perang lanjutkan boikot untuk lemahkan israel,negative,0.6929110288619995,6,Mon Oct 28 08:42:40 +0000 2024,,Andi__Rahman,uploaded_data
Benar usaha untuk boikot bukannya Mudah! Ia memerlukan komitmen pengorbanan #boikotisrael #freepalestine https://t.co/mmsh4tcIlT,benar usaha untuk boikot bukannya mudah ia memerlukan komitmen pengorbanan boikotisrael freepalestine,positive,0.9903406500816345,2,Mon Oct 28 08:03:16 +0000 2024,bumi Allah hny singgah,blackrenge85717,uploaded_data
gerakan boikot semakin ketat saran dari gw sih jangan latah ikut trend selalu update berita palestina-israel.,gerakan boikot semakin ketat saran dari gw sih jangan latah ikut trend selalu update berita palestina israel,positive,0.8121692538261414,0,Mon Oct 28 06:47:53 +0000 2024,,ur_goatcr7,uploaded_data
@Anti_Kadroenz @JalilBasyah @PaijoKhentirr @anthwf77 @supeskrim @Momonsimomon @endoe21 @duniamaya_29 @duniabulat5 @Rizieq_Sangean @RefublikAteis Katanya boikot produk pendukung Israel tp masih dakwah pake platform X IG dan YT yg dukung israel. Tp gpplah itung2 jd amal jariyah buat yahudi spt Mark Zuckerberg Larry Page &amp; Sergei Brin yg sdh bantu simpan materi dakwan di server mrk.,katanya boikot produk pendukung israel tp masih dakwah pake platform x ig dan yt yg dukung israel tp gpplah itung2 jd amal jariyah buat yahudi spt mark zuckerberg larry page amp sergei brin yg sdh bantu simpan materi dakwan di server mrk,positive,0.8989863395690918,0,Mon Oct 28 05:52:49 +0000 2024,NKRI🇲🇨,geetracker,uploaded_data
@cingkece4 @njuseyoo @AcruqAxl @Tidaksukatubir kyk okelah klo alasanmu gitu.. main twt biar bendung propaganda tpi dalam prakter nyatanya 80% twt lu bukan ttg propaganda israel.. lu cuma nyari pembenaran biar bisa main twt tanpa memikirkan 'boikot zionist' bruno yg cuma konser di israel lu boikot elon zionist dibikin kaya,kyk okelah klo alasanmu gitu main twt biar bendung propaganda tpi dalam prakter nyatanya 80 twt lu bukan ttg propaganda israel lu cuma nyari pembenaran biar bisa main twt tanpa memikirkan boikot zionist bruno yg cuma konser di israel lu boikot elon zionist dibikin kaya,positive,0.9985793828964233,1,Mon Oct 28 04:59:29 +0000 2024,,dakara_ali,uploaded_data
 Boikot tidak mudah ia memerlukan usaha dan kesungguhan Sebuah video Iklan yang menggesa usaha boikot produk-produk yang membiayai pembunuhan beramai-ramai rejim Israel di Gaza. Sumber: Quds News Network #IsraelBacul #TaufanalAqsa https://t.co/EUU1Y30amo,boikot tidak mudah ia memerlukan usaha dan kesungguhan sebuah video iklan yang menggesa usaha boikot produk produk yang membiayai pembunuhan beramai ramai rejim israel di gaza sumber quds news network israelbacul taufanalaqsa,positive,0.8059157133102417,0,Mon Oct 28 03:09:49 +0000 2024,"Malacca, Malaysia",hajiabukhir,uploaded_data
@tanyakanrl Kalo ini mah jangan BK yg Tegur ortunya ybs mending yg dipanggil ke BK biar diomelin depan guru BK kalo bisa buktinya di print video nya juga di download buat bukti kalo ortunya ga ngomel kan minimal malu punya anak kek gitu :),kalo ini mah jangan bk yg tegur ortunya ybs mending yg dipanggil ke bk biar diomelin depan guru bk kalo bisa buktinya di print video nya juga di download buat bukti kalo ortunya ga ngomel kan minimal malu punya anak kek gitu,positive,0.9990159273147583,0,Mon Oct 28 00:55:58 +0000 2024,,theycallme_gaez,uploaded_data
@sakatupon @caluxcreeck @txtfromIR Indon ini emang apa² telat kak. Boikot umroh sebenernya udah byk disuarakan o/muslimin global. Coba deh ngobrol sm muslim dr Tunisia Aljazair Maroko dan sebangsanya. Mereka rata² boikot umroh karena g mau ksh duit ke Saudi yg ujung² nya bantu Israel genosida Palestin,indon ini emang apa² telat kak boikot umroh sebenernya udah byk disuarakan o muslimin global coba deh ngobrol sm muslim dr tunisia aljazair maroko dan sebangsanya mereka rata² boikot umroh karena g mau ksh duit ke saudi yg ujung² nya bantu israel genosida palestin,positive,0.9978488683700562,2,Sun Oct 27 23:33:40 +0000 2024,"Jakarta, ID",Mpok_Hanum,uploaded_data
Kalain udh siap boikot netflix belum ? produk2 yg dukung pembabtaian anak2 Palestina oleh Israel. Sama spt Disney HBO dll.,kalain udh siap boikot netflix belum produk2 yg dukung pembabtaian anak2 palestina oleh israel sama spt disney hbo dll,positive,0.9978812336921692,0,Sun Oct 27 18:58:53 +0000 2024,,un_dreilukas,uploaded_data
Dasar t0l0l. Lu pikir isu palestina bisa gede di negara barat karena didukung siapa? Ya LGBT grup. Lu muslim cuma gede di Asia ma Afrika doang. Lu ke negara barat cuma jadi minoritas ga bakal gede impact lu boikot Israel kalau orang kayak lu yang ngomong. Makanya bergaul.,dasar t0l0l lu pikir isu palestina bisa gede di negara barat karena didukung siapa ya lgbt grup lu muslim cuma gede di asia ma afrika doang lu ke negara barat cuma jadi minoritas ga bakal gede impact lu boikot israel kalau orang kayak lu yang ngomong makanya bergaul,positive,0.9995059967041016,0,Sun Oct 27 18:47:05 +0000 2024,Jakartans,masnooey,uploaded_data
Adegan baru dari boikot terhadap Netanyahu dan serangan verbal terhadapnya karena menuntut kesepakatan dalam pidato peringatan bagi mereka yang terbunuh di tentara Israel. https://t.co/xIMvNwTFjD,adegan baru dari boikot terhadap netanyahu dan serangan verbal terhadapnya karena menuntut kesepakatan dalam pidato peringatan bagi mereka yang terbunuh di tentara israel,neutral,0.9932720065116882,0,Sun Oct 27 14:06:18 +0000 2024,,dzul_haq5,uploaded_data
@HaziqShaf Dikesan..habis apa yang hang boleh buat? Hantar kapal? Boikot? Kenapa hang ni je yang suka benci orang Amerika Orang Israel Orang Saudi yg suka kawan dengan Israel Orang China yg pro Palestin Orang China Malaysia ...dan lain lain. Lain kata...tak bijak.,dikesan habis apa yang hang boleh buat hantar kapal boikot kenapa hang ni je yang suka benci orang amerika orang israel orang saudi yg suka kawan dengan israel orang china yg pro palestin orang china malaysia dan lain lain lain kata tak bijak,positive,0.9994996786117554,0,Sun Oct 27 14:02:31 +0000 2024,Singapore,pak51271585,uploaded_data
@pikiran_rakyat Kasian nih PKS semenjak gabung KIM plus dapat jatah mentri walau hanya satu kemudian mau buat disneyland yang kita boikot gegara produk israel sekarang buat statement yang kacau pula,kasian nih pks semenjak gabung kim plus dapat jatah mentri walau hanya satu kemudian mau buat disneyland yang kita boikot gegara produk israel sekarang buat statement yang kacau pula,positive,0.9988489151000977,0,Sun Oct 27 12:43:14 +0000 2024,"Senayan, Jakarta, Indonesia",EtoHendarto,uploaded_data
@thaiteanjmn Jaemin gw beli selusin ye ,jaemin gw beli selusin ye,positive,0.9852803349494934,0,Sun Oct 27 12:22:42 +0000 2024,,theycallme_gaez,uploaded_data
Dan tidakkah manusia itu memikirkan bahawa sesungguhnya Kami telah menciptakannya dahulu padahal sebelumnya dia belum wujud sama sekali? Quran (19:67) #FreePalestine #Antizionism #GazaGenocide #TaufanAlAqsa #AlAqsaStorm #Rafah #Boikotisrael #Yemen #GazaGenocide #columbiauni https://t.co/FdlMrBsCW3,dan tidakkah manusia itu memikirkan bahawa sesungguhnya kami telah menciptakannya dahulu padahal sebelumnya dia belum wujud sama sekali quran 19 67 freepalestine antizionism gazagenocide taufanalaqsa alaqsastorm rafah boikotisrael yemen gazagenocide columbiauni,positive,0.8985947966575623,0,Sun Oct 27 12:12:36 +0000 2024,,radhirazak_,uploaded_data
Pertahanan udara iran sangat cepat hadapi di bandingkan israel .. masyaAllah bombastis .... #iran #IsraelTerroristState #boikotisrael #boikot https://t.co/K0hwn38rel,pertahanan udara iran sangat cepat hadapi di bandingkan israel masyaallah bombastis iran israelterroriststate boikotisrael boikot,positive,0.9384975433349609,0,Sun Oct 27 12:00:22 +0000 2024,,elisha_m01,uploaded_data
@Anak__Ogi Brand ambassador nya Danone Aqua Aqua yg sedang di boikot karena produk pro Israel,brand ambassador nya danone aqua aqua yg sedang di boikot karena produk pro israel,neutral,0.974469780921936,1,Sun Oct 27 11:58:39 +0000 2024,,DS_yantie,uploaded_data
 Solidaritas untuk Palestina lawan dengan aksi boikot ekonomi Israel. #FreePalestine | Iran | Jawa Barat | Hybe https://t.co/qmdLxVyRzz,solidaritas untuk palestina lawan dengan aksi boikot ekonomi israel freepalestine iran jawa barat hybe,neutral,0.9644116759300232,3,Sun Oct 27 10:38:26 +0000 2024,,dearakhirat,uploaded_data
 Saatnya berdiri dengan Palestina; aksi nyata lewat boikot produk pendukung Israel. #FreePalestine | Iran | Jawa Barat | Hybe https://t.co/PzOInko0Q4,saatnya berdiri dengan palestina aksi nyata lewat boikot produk pendukung israel freepalestine iran jawa barat hybe,neutral,0.6826635599136353,3,Sun Oct 27 10:37:09 +0000 2024,,dearakhirat,uploaded_data
@ShaykhSulaiman boikot X jangan lupa bang elon musk dukung trumph trumph kalo sampe menang bakal full support israel soalnyaa haha,boikot x jangan lupa bang elon musk dukung trumph trumph kalo sampe menang bakal full support israel soalnyaa haha,negative,0.8116249442100525,0,Sun Oct 27 09:55:28 +0000 2024,Betwen Heaven and Hell ,ahayde69,uploaded_data
@SoftWarNews Gak peduli agama apapun kalo kita punya hati pastilah gak akan tega nyinyirin gerakan boikot produk israel! bayangin itu anak arau ponakan kita ,gak peduli agama apapun kalo kita punya hati pastilah gak akan tega nyinyirin gerakan boikot produk israel bayangin itu anak arau ponakan kita,positive,0.9934566617012024,0,Sun Oct 27 09:48:33 +0000 2024,unknown,rizkiaan25,uploaded_data
Al Arabiya MBC Al Hadath milik Saudi Sky News Arabia milik Emirat platform streaming Shahid dan jaringan berita Lebanon MTV. Serukan Boikot BDS Terbitkan Daftar Media Arab yang Jadi Corong Israel https://t.co/6T2lfAprQD lewat @ https:twitter.comhidcom,al arabiya mbc al hadath milik saudi sky news arabia milik emirat platform streaming shahid dan jaringan berita lebanon mtv serukan boikot bds terbitkan daftar media arab yang jadi corong israel lewat https twitter comhidcom,neutral,0.9982125759124756,6,Sun Oct 27 08:51:44 +0000 2024,"Bandung, Jawa Barat",davidgoliath999,uploaded_data
Ajakan boikot produk2 Israel mrka yg pling alim ini lp disitu byk yg krj kbykan org Indonesia mrka jg lp Slma ini perut mrk Dr kcl hgga skrg dimasuki produk2 Zionis munafiq mau bnt ngra lain tp jgn lp sdr2 kt disini emg kalian mau nafkahi klrga mrk bntu bs dg cr lain yg baik https://t.co/VNYP3Q4qEB,ajakan boikot produk2 israel mrka yg pling alim ini lp disitu byk yg krj kbykan org indonesia mrka jg lp slma ini perut mrk dr kcl hgga skrg dimasuki produk2 zionis munafiq mau bnt ngra lain tp jgn lp sdr2 kt disini emg kalian mau nafkahi klrga mrk bntu bs dg cr lain yg baik,positive,0.9939488172531128,0,Sun Oct 27 07:45:11 +0000 2024,,ModeonSuanggi,uploaded_data
Serukan Boikot BDS Terbitkan Daftar Media Arab yang Jadi Corong Israel https://t.co/fyG5TzwNW2 https://t.co/5IsAiqlsuM,serukan boikot bds terbitkan daftar media arab yang jadi corong israel,positive,0.9893503785133362,0,Sun Oct 27 06:23:45 +0000 2024,,Nawaytwo,uploaded_data
@PartaiSocmed Hahaha.. Bodohnya seperti yang teriak boikot produk pro Israel di platform-platform seperti X WA dll..,hahaha bodohnya seperti yang teriak boikot produk pro israel di platform platform seperti x wa dll,positive,0.9994787573814392,9,Sun Oct 27 03:56:49 +0000 2024,,ItsMe_RBH,uploaded_data
Cause bruno and the producer is a zionis lvl atas yg terang2an bgt di sisi israel gue ga tutup mata kalo idol gue kerja sama sama brand boikot tapi at least gue ga ngehype dan kita protes besar bahkan boikot idol sendiri sih,cause bruno and the producer is a zionis lvl atas yg terang2an bgt di sisi israel gue ga tutup mata kalo idol gue kerja sama sama brand boikot tapi at least gue ga ngehype dan kita protes besar bahkan boikot idol sendiri sih,positive,0.9710314869880676,0,Sun Oct 27 03:37:55 +0000 2024,,kaniaachan,uploaded_data
lagu A** yang nyanyi sama yang buat masih dilingkaran orang pro israel dan orang israel tuh. ros juga promosiin dan jadi ambassador pum* padahal pum* sejak awal udah masuk list boikot di gerakan bds https://t.co/NmCqgA54Wh,lagu a yang nyanyi sama yang buat masih dilingkaran orang pro israel dan orang israel tuh ros juga promosiin dan jadi ambassador pum padahal pum sejak awal udah masuk list boikot di gerakan bds,positive,0.9968507885932922,1,Sun Oct 27 03:12:23 +0000 2024,,wenacad,uploaded_data
Serukan Boikot BDS Terbitkan Daftar Media Arab yang Jadi Corong Israel https://t.co/mF8GxzbY1Q,serukan boikot bds terbitkan daftar media arab yang jadi corong israel,positive,0.9893503785133362,0,Sun Oct 27 01:37:45 +0000 2024,,a_daud_ppnp,uploaded_data
Katanya boikot berhasil terus mengapa nggak kalian boikot aja tuh medsos bikinan perusahaan antek israel ? Nggak bisa ya? Kalian nggak bisa menimggalkan wasap IG X dll? Duh kasihan,katanya boikot berhasil terus mengapa nggak kalian boikot aja tuh medsos bikinan perusahaan antek israel nggak bisa ya kalian nggak bisa menimggalkan wasap ig x dll duh kasihan,positive,0.9994003772735596,2,Sun Oct 27 00:51:59 +0000 2024,Universitas Al-Azhab,syekh_kyai_lmao,uploaded_data
@erlanishere Katanya boikot produk2 yg berhubungan dengan israel. Koq kesel sendiri? Boikot buat platform sendiri lah yg bebas koneksi zionis,katanya boikot produk2 yg berhubungan dengan israel koq kesel sendiri boikot buat platform sendiri lah yg bebas koneksi zionis,positive,0.9991463422775269,0,Sun Oct 27 00:19:23 +0000 2024,NKRI🇲🇨,geetracker,uploaded_data
Masalahnya belum tentu standar ganda orang yang gua kenal ada 3 orang yang sering dengerin lagu apt emang dari awal gak pernah bener-bener boikot cuma sebates kasian palestina diserang israel udh gitu doang. Gua yang boikot malah dibilang kasian karyawannya ,masalahnya belum tentu standar ganda orang yang gua kenal ada 3 orang yang sering dengerin lagu apt emang dari awal gak pernah bener bener boikot cuma sebates kasian palestina diserang israel udh gitu doang gua yang boikot malah dibilang kasian karyawannya,positive,0.9992502331733704,0,Sat Oct 26 23:04:16 +0000 2024,,Purplewithyell1,uploaded_data
@takashi40256 @me_mocha98 @tjerealjoker Ko mintak boikot products Israel knpe lgi guna social media ?? Sbb lu anjing ada keguanan dlm media .low class fikir mcm ko ni bising je kat sini.mintak malaysia banned semua Kalau betol2 nak boikot ..tunjuk power. Jgn guna 1 benda berkaitan dgn Israel tu baru sy reksep ...,ko mintak boikot products israel knpe lgi guna social media sbb lu anjing ada keguanan dlm media low class fikir mcm ko ni bising je kat sini mintak malaysia banned semua kalau betol2 nak boikot tunjuk power jgn guna 1 benda berkaitan dgn israel tu baru sy reksep,positive,0.9992826581001282,0,Sat Oct 26 22:54:49 +0000 2024,,David_Billa02,uploaded_data
@indrawhan tidak ada merek AQUA di dalam daftar boikot BDS Indonesia. Artinya isu AQUA produk Israel adalah hoaks,tidak ada merek aqua di dalam daftar boikot bds indonesia artinya isu aqua produk israel adalah hoaks,positive,0.8412976264953613,0,Sat Oct 26 22:45:33 +0000 2024,Indonesia ,robbiislamii,uploaded_data
@indrawhan Danone Tidak Masuk dalam Daftar Produk Boikot BDS maka asumsi yang menyebutkan bahwa Danone terafiliasi dengan Israel atau mendukung negara zionis tersebut tidaklah benar,danone tidak masuk dalam daftar produk boikot bds maka asumsi yang menyebutkan bahwa danone terafiliasi dengan israel atau mendukung negara zionis tersebut tidaklah benar,positive,0.9680081009864807,0,Sat Oct 26 22:41:40 +0000 2024,Indonesia ,Yayaauliaajah,uploaded_data
ah.. kamu cemen boikot tuhannya ibrahim aja gak bearani tapi sok sok-an bela hamas atas nama tuhan dewa allah lhawong dewanya yg nyiptain bani israel.. ko-lak tak,ah kamu cemen boikot tuhannya ibrahim aja gak bearani tapi sok sok an bela hamas atas nama tuhan dewa allah lhawong dewanya yg nyiptain bani israel ko lak tak,positive,0.998988687992096,11,Sat Oct 26 22:15:15 +0000 2024,jakarta,RefublikAteis,uploaded_data
@erlanishere Meta ini kan terang terangan membela israel kemarin teriak boikot produk yg membela israel meta gak diboikot?,meta ini kan terang terangan membela israel kemarin teriak boikot produk yg membela israel meta gak diboikot,positive,0.9983017444610596,0,Sat Oct 26 18:03:18 +0000 2024,Indonesia,fatur_wae,uploaded_data
@calomagang Kalo gak ada perbaikan coba boikot aja kalian bisa boikot produk Israel masa produk lokal boncos gini gak bisa???,kalo gak ada perbaikan coba boikot aja kalian bisa boikot produk israel masa produk lokal boncos gini gak bisa,positive,0.9992114305496216,0,Sat Oct 26 17:12:51 +0000 2024,,fufufafaaibnas,uploaded_data
@wahhabicc_jabar nanti di balas nangis2!!! boikat boikot..padahal maen nya medsos bikinan Israel 🇮🇱........video beginian kok buat bandingan...emang gk lihat gimana petinggi teroris hisbuloh dan ham4z jadi bangke !!!!,nanti di balas nangis2 boikat boikot padahal maen nya medsos bikinan israel video beginian kok buat bandingan emang gk lihat gimana petinggi teroris hisbuloh dan ham4z jadi bangke,positive,0.9994206428527832,0,Sat Oct 26 15:55:28 +0000 2024,,Moshe_G37495,uploaded_data
